id,firstname,lastname,fatherwords,motherwords,lwords,gendre
294258287,Pamela,Paul,0.0,0.0,0.0,1.0
292936667,Kelly,Couturier,0.0,0.0,0.0,0.98
282545479,Michael,Barbaro,0.0,0.0,0.0,-0.99
281196299,Jim,Kerstetter,0.0,0.0,0.0,-0.99
280055962,Sean,Farrell,0.0,0.0,0.0,-1.0
279655313,Zach,Johnk,0.0,0.0,0.0,-1.0
273581084,Dan,Bilefsky,0.0,0.0,0.0,-0.99
272016313,Megan,Thee-Brenan,0.0,0.0,0.0,1.0
269448653,Nick,Corasaniti,0.0,0.0,0.0,-0.58
269399083,Alexandra,Stevenson,0.0,0.0,0.0,1.0
269170324,Ethan,Bronner,0.0,0.0,0.0,-1.0
268476335,Steven,Greenhouse,0.0,0.0,0.0,-1.0
268362505,Meghan,Gourley,0.0,0.0,0.0,1.0
268349784,Jonathan,Soble,0.0,0.0,0.0,-0.99
267328866,Jill,Taylor,0.0,0.0,0.0,1.0
267308226,Jennifer,Szalai,0.0,0.0,0.0,0.5
266136066,David,Philipps,0.0,0.0,0.0,-1.0
265491747,Christopher,Drew,0.0,0.0,0.0,-1.0
263696130,Rochelle,Oliver,0.0,0.0,0.0,1.0
263275988,Judy,Tong,0.0,0.0,0.0,1.0
262968760,Alicia,DeSantis,0.0,0.0,0.0,1.0
262937086,Dan,Barry,0.0,0.0,0.0,-0.99
261289053,Emmarie,Huetteman,0.0,0.0,0.0,1.0
259859429,Lisa,Foderaro,0.0,0.0,0.0,1.0
259395895,John,Harwood,0.0,0.0,0.0,-1.0
259317559,Jeff,DelViscio,0.0,0.0,0.0,-1.0
258885469,Nick,Confessore,0.0,0.0,0.0,-1.0
257553765,Daniel,Fromson,0.0,0.0,0.0,-1.0
257540457,Margalit,Fox,0.0,0.0,0.0,1.0
257142675,Dionne,Searcey,0.0,0.0,0.0,0.95
255944294,Suzanne,Daley,0.0,0.0,0.0,1.0
255719070,Andrew,Rosenthal,0.0,0.0,0.0,-1.0
255392715,Jon,Huang,0.0,0.0,0.0,-0.99
255347566,jimrutenberg,0,0.0,0.0,0.0,0.13
253004443,Thomas,Erdbrink,0.0,0.0,0.0,-1.0
252903200,Brent,McDonald,0.0,0.0,0.0,-0.99
251679630,Kevin,Granville,0.0,0.0,0.0,-0.99
250026838,Tamara,Best,0.0,0.0,0.0,1.0
249950657,julieturkewitz,0,0.0,0.0,0.0,-0.13
249307732,Adam,Bryant,0.0,0.0,0.0,-1.0
249060131,Andrew,Roth,0.0,0.0,0.0,-0.99
249013720,Anne,Barnard,0.0,0.0,0.0,0.71
247359669,Karen,Barrow,0.0,0.0,0.0,1.0
247033019,David,Firestone,0.0,0.0,0.0,-0.99
245716552,Alan,Cowell,0.0,0.0,0.0,-1.0
245447064,Meaghan,Looram,0.0,0.0,0.0,1.0
244997595,Gina,Lamb,0.0,0.0,0.0,1.0
243840731,Dick,Stevenson,0.0,0.0,0.0,-1.0
243798637,Neil,MacFarquhar,0.0,0.0,0.0,-0.99
243782937,Justine,Simons,0.0,0.0,0.0,0.96
242765117,Mac,Bishop,0.0,0.0,0.0,-1.0
242763001,Diana,Henriques,0.0,0.0,0.0,0.99
241169811,Christine,Hauser,0.0,0.0,0.0,0.99
240790984,Natalie,Shutler,0.0,0.0,0.0,1.0
238088181,Christopher,Clarey,0.0,0.0,0.0,-1.0
237477771,Julie,Davis,0.0,0.0,0.0,1.0
237453428,Rachel,Abrams,0.0,0.0,0.0,1.0
236657680,Jeff,Gordinier,0.0,0.0,0.0,-1.0
234087403,Carlotta,Gall,0.0,0.0,0.0,1.0
226453985,Nic,Barajas,0.0,0.0,0.0,-0.52
224741372,Pedro,Rosado,0.0,0.0,0.0,-0.99
220533855,Susanna,Timmons,0.0,0.0,0.0,1.0
218276360,Matt,Flegenheimer,0.0,0.0,0.0,-1.0
217530555,Sheri,Fink,0.0,0.0,0.0,1.0
217304598,Mike,傅才德,0.0,0.0,0.0,0
216495966,Serge,Kovaleski,0.0,0.0,0.0,-1.0
215971578,Sam,Kestenbaum,0.0,0.0,0.0,-0.98
214641138,Eduardo,Porter,0.0,0.0,0.0,-0.99
213397244,Bryan,Denton,0.0,0.0,0.0,-1.0
212390504,Cath(erine),Spangler,0.0,0.0,0.0,0.29
208163898,Sabrina,Tavernise,0.0,0.0,0.0,0.71
203141216,Henri,Cauvin,0.0,0.0,0.0,-0.98
199766003,Ellen,Barry,0.0,0.0,0.0,1.0
199020514,Adam,Fusfeld,0.0,0.0,0.0,-0.99
198241550,Cara,Buckley,0.0,0.0,0.0,0.51
196186298,Abby,Goodnough,0.0,0.0,0.0,1.0
194599387,Quynhanh,Do,0.0,0.0,0.0,0.5
191590691,Matt,Chaban,0.0,0.0,0.0,-1.0
191134282,Joe,Kahn,0.0,0.0,0.0,-0.48
189244927,Andrew,Jacobs,0.0,0.0,0.0,-1.0
189180763,C.J.,Chivers,0.0,0.0,0.0,0.0
183639717,Reyna,Desai,0.0,0.0,0.0,0.67
183268101,Alainna,Beddie,0.0,0.0,0.0,1.0
183213825,Neha,Bagri,0.0,0.0,0.0,1.0
182545611,Susanne,Craig,0.0,0.0,0.0,1.0
181272163,Laura,Holson,0.0,0.0,0.0,1.0
181271937,Channon,Hodge,0.0,0.0,0.0,0.87
177624460,Gerry,Marzorati,0.0,0.0,0.0,-0.93
177507079,gregor,aisch,0.0,0.0,0.0,-1.0
176922637,bruce,weber,0.0,0.0,0.0,-0.99
175436190,Robin,Pogrebin,0.0,0.0,0.0,0.77
171920011,Erika,Allen,0.0,0.0,0.0,1.0
171811536,Sergio,Peçanha,0.0,0.0,0.0,0
168780835,Matthew,Wald,0.0,0.0,0.0,-1.0
168684891,Mark,Mazzetti,0.0,0.0,0.0,-0.99
168674628,David,Sanger,0.0,0.0,0.0,-1.0
168295477,David,Leonhardt,0.0,0.0,0.0,-1.0
167411876,Kate,Taylor,0.0,0.0,0.0,1.0
167087610,Sharon,Otterman,0.0,0.0,0.0,1.0
165864348,Marjorie,Connelly,0.0,0.0,0.0,1.0
165177737,Jess,SilverGreenberg,0.0,0.0,0.0,-0.55
163922836,Tom,Kuntz,0.0,0.0,0.0,-0.99
163598915,Jeremy,Peters,0.0,0.0,0.0,-1.0
161813561,Keith,Bradsher,0.0,0.0,0.0,-1.0
157735379,alex,maccallum,0.0,0.0,0.0,-0.99
157009365,Roger,Cohen,0.0,0.0,0.0,-1.0
156016878,Neil,Irwin,0.0,0.0,0.0,-0.71
155634643,Paula,Span,0.0,0.0,0.0,0.99
154145174,Tanzina,Vega,0.0,0.0,0.0,1.0
153836083,Monica,Davey,0.0,0.0,0.0,0.71
150726712,Jennifer,Kingson,0.0,0.0,0.0,1.0
147967582,Stacy,Cowley,0.0,0.0,0.0,0.79
147666113,Elisabeth,Bumiller,0.0,0.0,0.0,1.0
147649517,Mark,Leibovich,0.0,0.0,0.0,-1.0
146167871,Jackie,Calmes,0.0,0.0,0.0,0.2
145711769,Amy,Qin,0.0,0.0,0.0,0.5
144609952,Kenneth,Rosen,0.0,0.0,0.0,-1.0
141545751,Katrin,Bennhold,0.0,0.0,0.0,1.0
139870125,Patrick,Healy,0.0,0.0,0.0,-1.0
138479037,carl,hulse,0.0,0.0,0.0,-0.67
138299775,Whitney,Dangerfield,0.0,0.0,0.0,0.99
138144571,Erik,Piepenburg,0.0,0.0,0.0,-1.0
137414410,Graham,Bowley,0.0,0.0,0.0,-1.0
135991884,Jan,Hoffman,0.0,0.0,0.0,0.22
135713596,Robert,Pear,0.0,0.0,0.0,-0.99
135574894,Peter,Blair,0.0,0.0,0.0,-1.0
135215435,Melissa,Hoppert,0.0,0.0,0.0,1.0
135117679,Barbara,Strauch,0.0,0.0,0.0,0.71
133929829,Liam,Stack,0.0,0.0,0.0,-1.0
133770568,Whitney,Richardson,0.0,0.0,0.0,1.0
132631769,Hamilton,Boardman,0.0,0.0,0.0,-1.0
132589871,Eric,Lichtblau-NYT,0.0,0.0,0.0,-0.99
132241885,michael,corkery,0.0,0.0,0.0,-0.99
131640883,Jesse,Wegman,0.0,0.0,0.0,-0.97
131315938,Jennifer,Schuessler,0.0,0.0,0.0,1.0
131277152,Scott,Cacciola,0.0,0.0,0.0,-1.0
130647368,Dave,Smith,0.0,0.0,0.0,-1.0
130539186,Jill,Agostino,0.0,0.0,0.0,1.0
129911798,Chuck,Strum,0.0,0.0,0.0,-1.0
127954611,Karen,Workman,0.0,0.0,0.0,1.0
127791708,Sid,Acker,0.0,0.0,0.0,-0.57
123374553,Roberta,Smith,0.0,0.0,0.0,1.0
123327472,Peter,Baker,0.0,0.0,0.0,-1.0
123323498,Jeremy,Ashkenas,0.0,0.0,0.0,-1.0
122792963,Simon,Romero,0.0,0.0,0.0,-1.0
120233868,Mark,Landler,0.0,0.0,0.0,-0.99
120185048,Steve,Eder,0.0,0.0,0.0,-1.0
119491006,Amy,Chozick,0.0,0.0,0.0,1.0
118713871,Ceylan,Yeginsu,0.0,0.0,0.0,0.5
117460060,Tim,Arango,0.0,0.0,0.0,-1.0
117244757,Didi,Tatlow,0.0,0.0,0.0,1.0
116899679,Justin,Sablich,0.0,0.0,0.0,-0.99
115505593,kate,zernike,0.0,0.0,0.0,1.0
115150175,Luke,Mitchell,0.0,0.0,0.0,-1.0
113635822,Rob,Harris,0.0,0.0,0.0,-1.0
112805118,Axel,Gerdau,0.0,0.0,0.0,-1.0
110487775,stuart,emmrich,0.0,0.0,0.0,-1.0
109921890,Lindsay,Crouse,0.0,0.0,0.0,0.99
109275829,a.,scott,0.0,0.0,0.0,0.0
109134468,Jonathan,Mahler,0.0,0.0,0.0,-0.99
108171720,lynsey,addario,0.0,0.0,0.0,1.0
107857325,Sam,Anderson,0.0,0.0,0.0,-0.99
107246587,Armando,Arrieta,0.0,0.0,0.0,-0.99
107234633,Stuart,Elliott,0.0,0.0,0.0,-0.99
107163055,Catherine,SaintLouis,0.0,0.0,0.0,1.0
107061895,Christoph,Niemann,0.0,0.0,0.0,-1.0
106637099,Sasha,Weiss,0.0,0.0,0.0,0.93
106444076,Marie,Tessier,0.0,0.0,0.0,0.67
106137204,Mosi,Secret,0.0,0.0,0.0,-0.72
105534413,Conor,Dougherty,0.0,0.0,0.0,-1.0
104908543,Lizette,Alvarez,0.0,0.0,0.0,1.0
104352678,David,Gonzalez,0.0,0.0,0.0,-1.0
104339970,Tim,Rohan,0.0,0.0,0.0,-1.0
102658187,Sharon,LaFraniere,0.0,0.0,0.0,1.0
101529977,Nate,Chinen,0.0,0.0,0.0,-0.41
101508803,Rosie,Schaap,0.0,0.0,0.0,1.0
101247760,Mekado,Murphy,0.0,0.0,0.0,-0.13
101105818,Simone,Oliver,0.0,0.0,0.0,0.99
99655992,ben,protess,0.0,0.0,0.0,-0.49
98927466,Suleika,Jaouad,0.0,0.0,0.0,0.5
95388895,Jeffrey,Furticella,0.0,0.0,0.0,-0.99
95273012,Pam,Belluck,0.0,0.0,0.0,1.0
95270375,Sheryl,Stolberg,0.0,0.0,0.0,1.0
94593839,Mickey,Meece,0.0,0.0,0.0,-0.91
94213060,Shaila,Dewan,0.0,0.0,0.0,0.5
93434344,Emily,Hager,0.0,0.0,0.0,1.0
93197442,Gregory,Schmidt,0.0,0.0,0.0,-1.0
92409158,Dean,Murphy,0.0,0.0,0.0,-0.99
92119359,Peter,Sigal,0.0,0.0,0.0,-0.99
91069414,Ian,Johnson,0.0,0.0,0.0,-1.0
90034304,Ravi,Somaiya,0.0,0.0,0.0,-1.0
89593573,Lexi,Mainland,0.0,0.0,0.0,1.0
87986621,Hanna,Ingber,0.0,0.0,0.0,1.0
87761810,Doug,Mills,0.0,0.0,0.0,-1.0
87584353,Jason,Horowitz,0.0,0.0,0.0,-1.0
87271106,Binyamin,Appelbaum,0.0,0.0,0.0,-1.0
86520607,Alison,Smale,0.0,0.0,0.0,0.99
85859613,Anemona,Hartocollis,0.0,0.0,0.0,1.0
85850590,Fernanda,Santos,0.0,0.0,0.0,1.0
85351514,A.G.,Sulzberger,0.0,0.0,0.0,0.0
85142160,Clay,Risen,0.0,0.0,0.0,-0.99
83041033,Leslye,Davis,0.0,0.0,0.0,1.0
82969145,James,Cobb,0.0,0.0,0.0,-1.0
82968346,Norman,Mayersohn,0.0,0.0,0.0,-0.99
82683644,Gina,Kolata,0.0,0.0,0.0,1.0
82379654,Jan,Benzel,0.0,0.0,0.0,0.22
81644488,Felicity,Barringer,0.0,0.0,0.0,1.0
81482674,Dave,Itzkoff,0.0,0.0,0.0,-1.0
81220455,Elias,Lopez,0.0,0.0,0.0,-1.0
80829085,John,Burns,0.0,0.0,0.0,-1.0
80764810,Jon,Pareles,0.0,0.0,0.0,-0.99
80663193,Patricia,Cohen,0.0,0.0,0.0,1.0
80465166,Fritzie,Andrade,0.0,0.0,0.0,1.0
80395276,sam,tanenhaus,0.0,0.0,0.0,-0.49
79569980,Mira,Kamdar,0.0,0.0,0.0,1.0
79299028,Allan,Kozinn,0.0,0.0,0.0,-1.0
78728798,Liriel,Higa,0.0,0.0,0.0,0.5
78400475,Michiko,Kakutani,0.0,0.0,0.0,1.0
77056184,Alexandra,Alter,0.0,0.0,0.0,0.99
77004462,Daniel,Wakin,0.0,0.0,0.0,-0.99
77000430,Samantha,Storey,0.0,0.0,0.0,0.43
76684897,Lorne,Manly,0.0,0.0,0.0,-0.49
76663193,Danielle,Mattoon,0.0,0.0,0.0,0.99
76347918,Paul,Mozur,0.0,0.0,0.0,-0.99
76343911,Jessica,Lustig,0.0,0.0,0.0,0.71
76036920,Sam,Borden,0.0,0.0,0.0,-0.49
75782383,Scott,Heller,0.0,0.0,0.0,-1.0
75170129,Caryn,Wilson,0.0,0.0,0.0,1.0
75085858,Guy,Trebay,0.0,0.0,0.0,-0.99
75031613,Ben,Solomon,0.0,0.0,0.0,-0.67
74762619,Jo,Becker,0.0,0.0,0.0,0.49
74558185,John,Williams,0.0,0.0,0.0,-1.0
74519287,Danny,Hakim,0.0,0.0,0.0,-0.99
74249819,Vera,Titunik,0.0,0.0,0.0,1.0
73112660,Mary,Suh,0.0,0.0,0.0,0.99
72962711,Andrew,Kueneman,0.0,0.0,0.0,-0.99
72957895,Chase,Davis,0.0,0.0,0.0,-0.99
72954635,agustin,armendariz,0.0,0.0,0.0,-1.0
72667138,Corey,Kilgannon,0.0,0.0,0.0,-0.97
71320032,Samantha,Stark,0.0,0.0,0.0,1.0
70463971,Jacqueline,Baylon,0.0,0.0,0.0,0.99
69892375,David,Waldstein,0.0,0.0,0.0,-1.0
69755462,Joel,Lovell,0.0,0.0,0.0,-0.98
69103442,Juliet,Lapidos,0.0,0.0,0.0,1.0
68522205,Kareem,Fahim,0.0,0.0,0.0,-0.69
67631479,Vivian,Toy,0.0,0.0,0.0,0.98
67418458,Patrick,McGeehan,0.0,0.0,0.0,-0.99
66144864,Ben,Grandgenett,0.0,0.0,0.0,-0.49
65431946,Michael,Cooper,0.0,0.0,0.0,-0.99
65391293,Mitch,Smith,0.0,0.0,0.0,-1.0
63345416,Todd,Heisler,0.0,0.0,0.0,-0.99
63217511,Alessandra,Stanley,0.0,0.0,0.0,1.0
62860671,Brooks,Barnes,0.0,0.0,0.0,-0.9
62316970,Steve,Lohr,0.0,0.0,0.0,-1.0
62032351,Jill,Rayfield,0.0,0.0,0.0,1.0
61879600,David,Herszenhorn,0.0,0.0,0.0,-1.0
61817626,Scott,Shane,0.0,0.0,0.0,-1.0
61384123,Dagny,Salas,0.0,0.0,0.0,1.0
61108556,marc,tracy,0.0,0.0,0.0,-0.71
60625486,Jenny,Anderson,0.0,0.0,0.0,0.99
59599859,Elizabeth,Harris,0.0,0.0,0.0,1.0
59157393,Thomas,Friedman,0.0,0.0,0.0,-1.0
59145948,Maureen,Dowd,0.0,0.0,0.0,1.0
57743032,Liz,Robbins,0.0,0.0,0.0,1.0
57640348,Doreen,Carvajal,0.0,0.0,0.0,1.0
55958632,Roger,Horst,0.0,0.0,0.0,-1.0
55510435,Jim,Dwyer,0.0,0.0,0.0,-1.0
55190116,Shreeya,Sinha,0.0,0.0,0.0,0.5
54885334,Clifford,Levy,0.0,0.0,0.0,-1.0
54165761,Tom,Sims,0.0,0.0,0.0,-1.0
54148929,Jonathan,Ansfield,0.0,0.0,0.0,-0.71
52160722,Nathaniel,Popper,0.0,0.0,0.0,-1.0
52089472,Motoko,Rich,0.0,0.0,0.0,0.39
51777236,Mark,Oppenheimer,0.0,0.0,0.0,-0.99
51530226,Benoit,Denizet-Lewis,0.0,0.0,0.0,-1.0
51325165,Valeriya,Safronova,0.0,0.0,0.0,1.0
51229210,Nikita,Stewart,0.0,0.0,0.0,0.84
50996697,julia,werdigier,0.0,0.0,0.0,0.99
50387337,Tim,Wallace,0.0,0.0,0.0,-1.0
50383514,Andy,Lehren,0.0,0.0,0.0,-0.98
50339158,Susan,Chira,0.0,0.0,0.0,1.0
49943475,melissa,clark,0.0,0.0,0.0,1.0
49634967,Fares,Akram,0.0,0.0,0.0,-1.0
48407302,Charles,Homans,0.0,0.0,0.0,-0.99
48377263,Michael,Slackman,0.0,0.0,0.0,-0.99
48100047,Paul,Werdel,0.0,0.0,0.0,-1.0
48075643,Coral,Davenport,0.0,0.0,0.0,1.0
48023374,Annie,Correal,0.0,0.0,0.0,0.99
47960267,Matthew,Rosenberg,0.0,0.0,0.0,-1.0
47769497,Joel,Petterson,0.0,0.0,0.0,-0.99
47717846,Maria,Newman,0.0,0.0,0.0,0.99
47469109,Ashwin,Seshagiri,0.0,0.0,0.0,-1.0
47408482,Ariane,B.,0.0,0.0,0.0,1.0
47408194,Jason,Zinoman,0.0,0.0,0.0,-0.99
47387027,Sarah,Cohen,0.0,0.0,0.0,1.0
